study,questionnaire,question,item,answer_list,text,question_text,text_de,question_text_de,dataset,variable
soep-pretest,pre_2001,40,8,,,What is your current occupational status? Civil servant (including judges and professional soldiers),,In welcher beruflichen Stellung sind Sie derzeit beschäftigt? Beamte (einschl. Richter und Berufssoldaten),pre_2001,pamt
soep-pretest,pre_2001,40,9,,,What is your current occupational status? Item nonresponse,,In welcher beruflichen Stellung sind Sie derzeit beschäftigt? Keine Angabe,pre_2001,pberka
soep-pretest,pre_2001,41,,,,"How was it in the previous twelve months in your occupational area: Has the labor force increased, decreased, or remained the same?",,"Wie war das in den zurückliegenden 12 Monaten in dem Betrieb, in dem Sie heute arbeiten: Hat sich die Zahl der Beschäftigten erhöht, verringert oder ist sie in etwa gleichgeblieben?",pre_2001,pmo12
soep-pretest,pre_2001,42,,,,"If you lost your job today, would it be easy, difficult, or almost impossible for you to find a new position which is at least as good as your current one?",,"Wenn Sie Ihre jetzige Stelle verlieren würden, wäre es für Sie dann leicht, schwierig oder praktisch unmöglich, wieder eine mindestens gleichwertige Stelle zu finden?",pre_2001,pverl
soep-pretest,pre_2001,43,,,,Income earned varies in Germany. Therefore we would like to ask you where your place of work lies: Is it ...,,Die Arbeitsverdienste sind ja nicht in allen Regionen Deutschlands gleich. Daher die Frage: Liegt Ihre Arbeitsstätte ...,pre_2001,pwohn2
soep-pretest,pre_2001,44,,,,Is your current job in the city where you live?,,Liegt Ihr derzeitiger Arbeitsplatz an Ihrem Wohnort?,pre_2001,pwohn1
soep-pretest,pre_2001,45,,,,How often do you commute from your apartment to your place of work?,,Wie oft pendeln Sie von Ihrer Hauptwohnung zu Ihrem Arbeitsplatz?,pre_2001,pwohn3
soep-pretest,pre_2001,46,1,,,How far (in kilometers) is your job from your place of residence? Kilometers:,,Wie viele Kilometer ist Ihr Arbeitsplatz von Ihrer Wohnung entfernt? Kilometerzahl,pre_2001,pwohn4
soep-pretest,pre_2001,46,2,,,How far (in kilometers) is your job from your place of residence?,,Wie viele Kilometer ist Ihr Arbeitsplatz von Ihrer Wohnung entfernt?,pre_2001,pwohn5
soep-pretest,pre_2001,47,1,,,Do you sometimes work at home?,,"Kommt es vor, daß Sie Ihre Beschäftigung zu Hause ausüben?",pre_2001,phaus1
soep-pretest,pre_2001,47,2,,,Do you sometimes work at home? How often?,,"Kommt es vor, daß Sie Ihre Beschäftigung zu Hause ausüben? Wie häufig?",pre_2001,phaus2
soep-pretest,pre_2001,48,1,,,How many days per week do you work normally? ...days per week,,Wie viele Tage in der Woche arbeiten Sie in der Regel? ...Tage pro Woche,pre_2001,ptwo1
soep-pretest,pre_2001,48,2,,,How many days per week do you work normally? Does not apply because…,,"Wie viele Tage in der Woche arbeiten Sie in der Regel? Trifft nicht zu, da…",pre_2001,ptwo2
soep-pretest,pre_2001,49,1,,,And how many hours do you work usually per working day? ...hours,,Und wie viele Stunden arbeiten Sie in der Regel pro Arbeitstag? ...Stunden,pre_2001,ptstd1
soep-pretest,pre_2001,49,2,,,"And how many hours do you work usually per working day? Changing, irregular",,"Und wie viele Stunden arbeiten Sie in der Regel pro Arbeitstag? Wechselnd, unregelmäßig",pre_2001,ptstd2
soep-pretest,pre_2001,50,1,,Hours,At what time do you normally start working?,Stunden,Um welche Uhrzeit ist in der Regel Ihr Arbeitsbeginn?,pre_2001,ptuhr1
soep-pretest,pre_2001,50,2,,Minutes,At what time do you normally start working? ,Minuten,Um welche Uhrzeit ist in der Regel Ihr Arbeitsbeginn?,pre_2001,ptuhr2
soep-pretest,pre_2001,50,3,,,At what time do you normally start working? Changing,,Um welche Uhrzeit ist in der Regel Ihr Arbeitsbeginn? Wechselnd,pre_2001,ptuhr3
soep-pretest,pre_2001,51,1,,,How many hours are stipulated in your contract (excluding overtime)? (hours per week),,Wie viele Wochenstunden beträgt Ihre vereinbarte Arbeitszeit ohne Überstunden?,pre_2001,paz01
soep-pretest,pre_2001,51,2,,,How many hours are stipulated in your contract per week (excluding overtime)? No set hours,,Wie viele Wochenstunden beträgt Ihre vereinbarte Arbeitszeit ohne Überstunden? Keine festgelegte Arbeitszeit,pre_2001,paz02
soep-pretest,pre_2001,52,1,,,And how many hours do your actual working-hours consist of including possible over-time?,,Und wieviel beträgt im Durchschnitt Ihre tatsächliche Arbeitszeit pro Woche einschließlich eventueller Überstunden?,pre_2001,paz03
soep-pretest,pre_2001,52,2,,,Is it a marginal job in accordance with the 400/800 Euros Rule (mini-/midi-job)?,,Ist das eine geringfügige Beschäftigung nach der 400- bzw. 800-Euro-Regelung (Mini- bzw. Midi-Job)?,pre_2001,paz04
soep-pretest,pre_2001,52,3,,,Is this part-time occupation in accordance with the latest law concerning parental part-time (Federal Child Benefit Law)?,,Ist das eine Teilzeitbeschäftigung nach dem Gesetz zur Elternteilzeit (Bundeserziehungsgeldgesetz)?,pre_2001,paz05
soep-pretest,pre_2001,52,4,,,Do you share your job with another employee (so-called „job-sharing“)?,,Teilen Sie Ihren Arbeitsplatz mit einem anderen Beschäftigten (sogenanntes „Job-Sharing“)?,pre_2001,paz06
soep-pretest,pre_2001,53,,,,"If you could choose your own number of working hours, taking into account that your income would change according to the number of hours: How many hours would you want to work?",,"Wenn Sie den Umfang Ihrer Arbeitszeit selbst wählen könnten und dabei berücksichtigen, dass sich Ihr Verdienst entsprechend der Arbeitszeit ändern würde: Wie viele Stunden in der Woche würden Sie dann am liebsten arbeiten?",pre_2001,paz07
soep-pretest,pre_2001,54,,,,Do you work overtime?,,"Kommt es vor, dass Sie Überstunden leisten?",pre_2001,pustd1
soep-pretest,pre_2001,55,1,,Yes/No,"Can you also collect this overtime in a so-called working-hours account, which allows you time off to be taken within a year or longer?",Ja/Nein,"Können diese Überstunden auch in ein sogenanntes Arbeitszeitkonto fließen, das Sie innerhalb eines Jahres oder länger mit Freizeit ausgleichen können?",pre_2001,pustd2
soep-pretest,pre_2001,55,2,,with the collected hours to be used . . .,"Can you also collect this overtime in a so-called working-hours account, which allows you time off to be taken within a year or longer?",Und zwar:,"Können diese Überstunden auch in ein sogenanntes Arbeitszeitkonto fließen, das Sie innerhalb eines Jahres oder länger mit Freizeit ausgleichen können?",pre_2001,pustd3
soep-pretest,pre_2001,55,3,,,"If you do work overtime, is the work paid, compensated with time off, or not compensated at all?",,"Wenn Sie Überstunden leisten, werden die in der Regel abgefeiert oder bezahlt oder gar nicht abgegolten?",pre_2001,pustd4
soep-pretest,pre_2001,56,,,Yes/No,"How was your situation with regards to overtime last month? Did you work overtime? If yes, how many hours?",Ja/Nein,"Wie war das im letzten Monat: Haben Sie da Überstunden geleistet? Wenn ja, wieviele?",pre_2001,pustd5
soep-pretest,pre_2001,57,1,,Hours,"How was your situation with regards to overtime last month? Did you work overtime? If yes, how many hours?",und zwar:.. Stunden,"Wie war das im letzten Monat: Haben Sie da Überstunden geleistet? Wenn ja, wieviele?",pre_2001,pustd6
soep-pretest,pre_2001,57,2,,Hours  paid,"How was your situation with regards to overtime last month? Did you work overtime? If yes, how many hours?",davon bezahlt: ...Stunden,"Wie war das im letzten Monat: Haben Sie da Überstunden geleistet? Wenn ja, wieviele?",pre_2001,pustd7
soep-pretest,pre_2001,57,3,,Overtime Is Time Off ,"How was your situation with regards to overtime last month? Did you work overtime? If yes, how many hours?","Freizeitausgl tage-,stundenweise","Wie war das im letzten Monat: Haben Sie da Überstunden geleistet? Wenn ja, wieviele?",pre_2001,pustd8
soep-pretest,pre_2001,58,1,,Gross,"How high was your income from employment last month? If you received extra income such as vacation pay or back pay, please do not include this. Please do include overtime pay. If you are self-employed: Please estimate your monthly income before and after tax. Please fill in both: gross income, which means wages or salary before deduction of taxes and social security; net income, which means the sum after deduction of taxes, social security, and unemployment and health insurance. My income was:",Brutto,"Wie hoch war Ihr Arbeitsverdienst im letzten Monat? Wenn Sie im letzten Monat Sonderzahlungen hatten, z.B. Urlaubsgeld oder Nachzahlungen, rechnen Sie diese bitte nicht mit. Entgelt fÃƒÂ¼r ÃƒÅ“berstunden rechnen Sie dagegen mit. Falls Sie selbstÃƒÂ¤ndig sind: Bitte schÃƒÂ¤tzen Sie Ihren monatlichen Gewinn vor und nach Steuer. Bitte geben Sie nach MÃƒÂ¶glichkeit beides an: den Bruttoverdienst, das heiÃƒÅ¸t Lohn oder Gehalt vor Abzug der Steuern und Sozialversicherung und den Nettoverdienst, das heiÃƒÅ¸t den Betrag nach Abzug von Steuern und BeitrÃƒÂ¤gen zur Renten-, Arbeitslosen- und Krankenversicherung.",pre_2001,pbrut
soep-pretest,pre_2001,58,2,,Net,"How high was your income from employment last month? If you received extra income such as vacation pay or back pay, please do not include this. Please do include overtime pay. If you are self-employed: Please estimate your monthly income before and after tax. Please fill in both: gross income, which means wages or salary before deduction of taxes and social security; net income, which means the sum after deduction of taxes, social security, and unemployment and health insurance. My income was:",Netto,"Wie hoch war Ihr Arbeitsverdienst im letzten Monat? Wenn Sie im letzten Monat Sonderzahlungen hatten, z.B. Urlaubsgeld oder Nachzahlungen, rechnen Sie diese bitte nicht mit. Entgelt fÃƒÂ¼r ÃƒÅ“berstunden rechnen Sie dagegen mit. Falls Sie selbstÃƒÂ¤ndig sind: Bitte schÃƒÂ¤tzen Sie Ihren monatlichen Gewinn vor und nach Steuer. Bitte geben Sie nach MÃƒÂ¶glichkeit beides an: den Bruttoverdienst, das heiÃƒÅ¸t Lohn oder Gehalt vor Abzug der Steuern und Sozialversicherung und den Nettoverdienst, das heiÃƒÅ¸t den Betrag nach Abzug von Steuern und BeitrÃƒÂ¤gen zur Renten-, Arbeitslosen- und Krankenversicherung.",pre_2001,pnett
soep-pretest,pre_2001,59,1,,Work in family business,"It is possible to work in addition to regular employment, household work, education and also as pensioner. Do you engage in any of the following activities?  Your main employment activity described in the previous sections should not be included!",Mithelfender Familienangehöriger im eigenen Betrieb,"Neben Beruf, HaushaIt, Ausbildung oder als Rentner kann man ja noch Nebentätigkeiten ausüben. Üben Sie eine oder mehrere der folgenden Tätigkeiten aus? Nicht gemeint ist die schon beschriebene Erwerbstätigkeit!",pre_2001,pjob01
soep-pretest,pre_2001,59,2,,Regularly paid secondary employment,"It is possible to work in addition to regular employment, household work, education and also as pensioner. Do you engage in any of the following activities?  Your main employment activity described in the previous sections should not be included!",Regelmäßige bezahlte Nebenerwerbstätigkeit,"Neben Beruf, HaushaIt, Ausbildung oder als Rentner kann man ja noch Nebentätigkeiten ausüben. Üben Sie eine oder mehrere der folgenden Tätigkeiten aus? Nicht gemeint ist die schon beschriebene Erwerbstätigkeit!",pre_2001,pjob02
soep-pretest,pre_2001,59,3,,Occasional paid work,"It is possible to work in addition to regular employment, household work, education and also as pensioner. Do you engage in any of the following activities?  Your main employment activity described in the previous sections should not be included!",Gelegentliche Arbeiten gegen Entgelt,"Neben Beruf, HaushaIt, Ausbildung oder als Rentner kann man ja noch Nebentätigkeiten ausüben. Üben Sie eine oder mehrere der folgenden Tätigkeiten aus? Nicht gemeint ist die schon beschriebene Erwerbstätigkeit!",pre_2001,pjob03
soep-pretest,pre_2001,59,4,,"No, none of these","It is possible to work in addition to regular employment, household work, education and also as pensioner. Do you engage in any of the following activities?  Your main employment activity described in the previous sections should not be included!","Nein, nichts davon","Neben Beruf, HaushaIt, Ausbildung oder als Rentner kann man ja noch Nebentätigkeiten ausüben. Üben Sie eine oder mehrere der folgenden Tätigkeiten aus? Nicht gemeint ist die schon beschriebene Erwerbstätigkeit!",pre_2001,pjobno
soep-pretest,pre_2001,60,,,,Which occupation is that? Please be as specific as possible. Please write the German term only!,,Was für eine bezahlte Tätigkeit ist das überwiegend? Bitte in Druckbuchstaben eintragen!,pre_2001,pjobx
soep-pretest,pre_2001,61,1,,Agriculture / Forestry,In which of the following categories does this work fit?,Land- und Forstwirtschaft,Welchem der folgenden Bereiche würden Sie Ihre Tätigkeit zuordnen?,pre_2001,pjob04
soep-pretest,pre_2001,61,2,,Construction,In which of the following categories does this work fit?,Bau,Welchem der folgenden Bereiche würden Sie Ihre Tätigkeit zuordnen?,pre_2001,pjob05
soep-pretest,pre_2001,61,3,,Industry and vocational trade,In which of the following categories does this work fit?,Industrie und Handwerk,Welchem der folgenden Bereiche würden Sie Ihre Tätigkeit zuordnen?,pre_2001,pjob06
